Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
10.198.0.166,111.183.8.139,6,5633,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5004,58,0.000
10.198.0.166,111.183.8.139,6,5004,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6,58,0.000
10.198.0.166,111.183.8.139,6,6,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1081,58,0.000
10.198.0.166,111.183.8.139,6,1081,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6059,58,0.000
10.198.0.166,111.183.8.139,6,6059,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32783,58,0.000
10.198.0.166,111.183.8.139,6,32783,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,691,58,0.000
10.198.0.166,111.183.8.139,6,691,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3221,58,0.000
10.198.0.166,111.183.8.139,6,3221,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,617,58,0.000
10.198.0.166,111.183.8.139,6,617,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,144,58,0.000
10.198.0.166,111.183.8.139,6,144,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3546,58,0.000
10.198.0.166,111.183.8.139,6,3546,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3372,58,0.000
10.198.0.166,111.183.8.139,6,3372,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49154,58,0.000
10.198.0.166,111.183.8.139,6,49154,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,255,58,0.000
10.198.0.166,111.183.8.139,6,255,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,34572,58,0.000
10.198.0.166,111.183.8.139,6,34572,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5560,58,0.000
10.198.0.166,111.183.8.139,6,5560,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,34571,58,0.000
10.198.0.166,111.183.8.139,6,34571,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7106,58,0.000
10.198.0.166,111.183.8.139,6,7106,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,406,58,0.000
10.198.0.166,111.183.8.139,6,406,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5080,58,0.000
10.198.0.166,111.183.8.139,6,5080,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1199,58,0.000
10.198.0.166,111.183.8.139,6,1199,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,27715,58,0.000
10.198.0.166,111.183.8.139,6,27715,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9929,58,0.000
10.198.0.166,111.183.8.139,6,9929,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4848,58,0.000
10.198.0.166,111.183.8.139,6,4848,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,25734,58,0.000
10.198.0.166,111.183.8.139,6,25734,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8010,58,0.000
10.198.0.166,111.183.8.139,6,8010,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3945,58,0.000
10.198.0.166,111.183.8.139,6,3945,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32773,58,0.000
10.198.0.166,111.183.8.139,6,32773,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8222,58,0.000
10.198.0.166,111.183.8.139,6,8222,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5101,58,0.000
10.198.0.166,111.183.8.139,6,5101,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,912,58,0.000
10.198.0.166,111.183.8.139,6,912,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5987,58,0.000
10.198.0.166,111.183.8.139,6,5987,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,27353,58,0.000
10.198.0.166,111.183.8.139,6,27353,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1583,58,0.000
10.198.0.166,111.183.8.139,6,1583,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,31038,58,0.000
10.198.0.166,111.183.8.139,6,31038,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2222,58,0.000
10.198.0.166,111.183.8.139,6,2222,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1169,58,0.000
10.198.0.166,111.183.8.139,6,1169,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3211,58,0.000
10.198.0.166,111.183.8.139,6,3211,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9943,58,0.000
10.198.0.166,111.183.8.139,6,9943,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,50389,58,0.000
10.198.0.166,111.183.8.139,6,50389,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1556,58,0.000
10.198.0.166,111.183.8.139,6,1556,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,44176,58,0.000
10.198.0.166,111.183.8.139,6,44176,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3517,58,0.000
10.198.0.166,111.183.8.139,6,3517,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,16016,58,0.000
10.198.0.166,111.183.8.139,6,16016,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8180,58,0.000
10.198.0.166,111.183.8.139,6,8180,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1947,58,0.000
10.198.0.166,111.183.8.139,6,1947,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,10778,58,0.000
10.198.0.166,111.183.8.139,6,10778,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,14000,58,0.000
10.198.0.166,111.183.8.139,6,14000,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3325,58,0.000
10.198.0.166,111.183.8.139,6,3325,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5915,58,0.000
10.198.0.166,111.183.8.139,6,5915,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,992,58,0.000
10.198.0.166,111.183.8.139,6,992,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1023,58,0.000
10.198.0.166,111.183.8.139,6,1023,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9575,58,0.000
10.198.0.166,111.183.8.139,6,9575,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32771,58,0.000
10.198.0.166,111.183.8.139,6,32771,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1658,58,0.000
10.198.0.166,111.183.8.139,6,1658,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3031,58,0.000
10.198.0.166,111.183.8.139,6,3031,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1079,58,0.000
10.198.0.166,111.183.8.139,6,1079,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2525,58,0.000
10.198.0.166,111.183.8.139,6,2525,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1801,58,0.000
10.198.0.166,111.183.8.139,6,1801,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1164,58,0.000
10.198.0.166,111.183.8.139,6,1164,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,50001,58,0.000
10.198.0.166,111.183.8.139,6,50001,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1022,58,0.000
10.198.0.166,111.183.8.139,6,1022,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5952,58,0.000
10.198.0.166,111.183.8.139,6,5952,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4998,58,0.000
10.198.0.166,111.183.8.139,6,4998,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5555,58,0.000
111.183.8.139,10.198.0.166,6,22153,8383,58,0.000
10.198.0.166,111.183.8.139,6,5555,22153,54,0.000
10.198.0.166,111.183.8.139,6,8383,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1761,58,0.000
10.198.0.166,111.183.8.139,6,1761,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9009,58,0.000
10.198.0.166,111.183.8.139,6,9009,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6667,58,0.000
10.198.0.166,111.183.8.139,6,6667,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,22939,58,0.000
10.198.0.166,111.183.8.139,6,22939,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2869,58,0.000
10.198.0.166,111.183.8.139,6,2869,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9876,58,0.000
10.198.0.166,111.183.8.139,6,9876,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9595,58,0.000
10.198.0.166,111.183.8.139,6,9595,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1138,58,0.000
10.198.0.166,111.183.8.139,6,1138,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9080,58,0.000
10.198.0.166,111.183.8.139,6,9080,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8002,58,0.000
10.198.0.166,111.183.8.139,6,8002,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,84,58,0.000
10.198.0.166,111.183.8.139,6,84,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5050,58,0.000
10.198.0.166,111.183.8.139,6,5050,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,563,58,0.000
10.198.0.166,111.183.8.139,6,563,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3689,58,0.000
10.198.0.166,111.183.8.139,6,3689,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3367,58,0.000
10.198.0.166,111.183.8.139,6,3367,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,26214,58,0.000
10.198.0.166,111.183.8.139,6,26214,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,513,58,0.000
10.198.0.166,111.183.8.139,6,513,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9090,58,0.000
10.198.0.166,111.183.8.139,6,9090,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4000,58,0.000
10.198.0.166,111.183.8.139,6,4000,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1070,58,0.000
10.198.0.166,111.183.8.139,6,1070,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6156,58,0.000
10.198.0.166,111.183.8.139,6,6156,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49,58,0.000
10.198.0.166,111.183.8.139,6,49,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1098,58,0.000
10.198.0.166,111.183.8.139,6,1098,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7200,58,0.000
10.198.0.166,111.183.8.139,6,7200,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,10215,58,0.000
10.198.0.166,111.183.8.139,6,10215,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,50000,58,0.000
10.198.0.166,111.183.8.139,6,50000,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5431,58,0.000
10.198.0.166,111.183.8.139,6,5431,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3005,58,0.000
10.198.0.166,111.183.8.139,6,3005,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1108,58,0.000
10.198.0.166,111.183.8.139,6,1108,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5280,58,0.000
10.198.0.166,111.183.8.139,6,5280,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3322,58,0.000
10.198.0.166,111.183.8.139,6,3322,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7025,58,0.000
10.198.0.166,111.183.8.139,6,7025,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9099,58,0.000
10.198.0.166,111.183.8.139,6,9099,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3369,58,0.000
10.198.0.166,111.183.8.139,6,3369,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8443,58,0.000
10.198.0.166,111.183.8.139,6,8443,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1010,58,0.000
10.198.0.166,111.183.8.139,6,1010,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1971,58,0.000
10.198.0.166,111.183.8.139,6,1971,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1183,58,0.000
10.198.0.166,111.183.8.139,6,1183,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3737,58,0.000
10.198.0.166,111.183.8.139,6,3737,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5822,58,0.000
10.198.0.166,111.183.8.139,6,5822,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,512,58,0.000
10.198.0.166,111.183.8.139,6,512,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1047,58,0.000
10.198.0.166,111.183.8.139,6,1047,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4343,58,0.000
10.198.0.166,111.183.8.139,6,4343,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,14441,58,0.000
10.198.0.166,111.183.8.139,6,14441,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1334,58,0.000
10.198.0.166,111.183.8.139,6,1334,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4003,58,0.000
10.198.0.166,111.183.8.139,6,4003,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1094,58,0.000
10.198.0.166,111.183.8.139,6,1094,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3052,58,0.000
10.198.0.166,111.183.8.139,6,3052,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1322,58,0.000
10.198.0.166,111.183.8.139,6,1322,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,666,58,0.000
10.198.0.166,111.183.8.139,6,666,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,100,58,0.000
10.198.0.166,111.183.8.139,6,100,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2910,58,0.000
10.198.0.166,111.183.8.139,6,2910,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2394,58,0.000
10.198.0.166,111.183.8.139,6,2394,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4126,58,0.000
10.198.0.166,111.183.8.139,6,4126,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2920,58,0.000
10.198.0.166,111.183.8.139,6,2920,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8001,58,0.000
10.198.0.166,111.183.8.139,6,8001,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5859,58,0.000
10.198.0.166,111.183.8.139,6,5859,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1165,58,0.000
10.198.0.166,111.183.8.139,6,1165,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,19780,58,0.000
10.198.0.166,111.183.8.139,6,19780,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2005,58,0.000
10.198.0.166,111.183.8.139,6,2005,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3323,58,0.000
10.198.0.166,111.183.8.139,6,3323,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32785,58,0.000
10.198.0.166,111.183.8.139,6,32785,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32776,58,0.000
10.198.0.166,111.183.8.139,6,32776,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1174,58,0.000
10.198.0.166,111.183.8.139,6,1174,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,48080,58,0.000
10.198.0.166,111.183.8.139,6,48080,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2144,58,0.000
10.198.0.166,111.183.8.139,6,2144,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1461,58,0.000
111.183.8.139,10.198.0.166,6,22153,49165,58,0.000
10.198.0.166,111.183.8.139,6,1461,22153,54,0.000
10.198.0.166,111.183.8.139,6,49165,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49157,58,0.000
10.198.0.166,111.183.8.139,6,49157,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1149,58,0.000
10.198.0.166,111.183.8.139,6,1149,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1501,58,0.000
10.198.0.166,111.183.8.139,6,1501,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7777,58,0.000
10.198.0.166,111.183.8.139,6,7777,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,10082,58,0.000
10.198.0.166,111.183.8.139,6,10082,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3580,58,0.000
10.198.0.166,111.183.8.139,6,3580,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1065,58,0.000
10.198.0.166,111.183.8.139,6,1065,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3878,58,0.000
10.198.0.166,111.183.8.139,6,3878,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1198,58,0.000
10.198.0.166,111.183.8.139,6,1198,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6666,58,0.000
10.198.0.166,111.183.8.139,6,6666,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5959,58,0.000
10.198.0.166,111.183.8.139,6,5959,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,10626,58,0.000
10.198.0.166,111.183.8.139,6,10626,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5226,58,0.000
10.198.0.166,111.183.8.139,6,5226,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5051,58,0.000
10.198.0.166,111.183.8.139,6,5051,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6669,58,0.000
10.198.0.166,111.183.8.139,6,6669,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,16080,58,0.000
10.198.0.166,111.183.8.139,6,16080,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9050,58,0.000
10.198.0.166,111.183.8.139,6,9050,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1077,58,0.000
10.198.0.166,111.183.8.139,6,1077,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2021,58,0.000
10.198.0.166,111.183.8.139,6,2021,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9,58,0.000
10.198.0.166,111.183.8.139,6,9,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2004,58,0.000
10.198.0.166,111.183.8.139,6,2004,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6789,58,0.000
10.198.0.166,111.183.8.139,6,6789,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7938,58,0.000
10.198.0.166,111.183.8.139,6,7938,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1051,58,0.000
10.198.0.166,111.183.8.139,6,1051,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,306,58,0.000
10.198.0.166,111.183.8.139,6,306,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3800,58,0.000
10.198.0.166,111.183.8.139,6,3800,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6004,58,0.000
111.183.8.139,10.198.0.166,6,22153,8083,58,0.000
10.198.0.166,111.183.8.139,6,6004,22153,54,0.000
10.198.0.166,111.183.8.139,6,8083,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5999,58,0.000
10.198.0.166,111.183.8.139,6,5999,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9200,58,0.000
10.198.0.166,111.183.8.139,6,9200,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,212,58,0.000
10.198.0.166,111.183.8.139,6,212,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,8081,58,0.000
10.198.0.166,111.183.8.139,6,8081,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,44442,58,0.000
10.198.0.166,111.183.8.139,6,44442,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5225,58,0.000
10.198.0.166,111.183.8.139,6,5225,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1102,58,0.000
10.198.0.166,111.183.8.139,6,1102,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1034,58,0.000
10.198.0.166,111.183.8.139,6,1034,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2288,58,0.000
10.198.0.166,111.183.8.139,6,2288,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,416,58,0.000
10.198.0.166,111.183.8.139,6,416,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3827,58,0.000
10.198.0.166,111.183.8.139,6,3827,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1099,58,0.000
10.198.0.166,111.183.8.139,6,1099,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2909,58,0.000
10.198.0.166,111.183.8.139,6,2909,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5033,58,0.000
10.198.0.166,111.183.8.139,6,5033,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,667,58,0.000
10.198.0.166,111.183.8.139,6,667,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,42,58,0.000
10.198.0.166,111.183.8.139,6,42,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1045,58,0.000
10.198.0.166,111.183.8.139,6,1045,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,14442,58,0.000
10.198.0.166,111.183.8.139,6,14442,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1052,58,0.000
10.198.0.166,111.183.8.139,6,1052,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,51103,58,0.000
10.198.0.166,111.183.8.139,6,51103,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6543,58,0.000
10.198.0.166,111.183.8.139,6,6543,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5221,58,0.000
10.198.0.166,111.183.8.139,6,5221,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49156,58,0.000
10.198.0.166,111.183.8.139,6,49156,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2121,58,0.000
10.198.0.166,111.183.8.139,6,2121,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6100,58,0.000
10.198.0.166,111.183.8.139,6,6100,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,340,58,0.000
10.198.0.166,111.183.8.139,6,340,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7070,58,0.000
10.198.0.166,111.183.8.139,6,7070,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2718,58,0.000
10.198.0.166,111.183.8.139,6,2718,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9010,58,0.000
10.198.0.166,111.183.8.139,6,9010,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3889,58,0.000
10.198.0.166,111.183.8.139,6,3889,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2042,58,0.000
10.198.0.166,111.183.8.139,6,2042,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1533,58,0.000
10.198.0.166,111.183.8.139,6,1533,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,389,58,0.000
10.198.0.166,111.183.8.139,6,389,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32774,58,0.000
10.198.0.166,111.183.8.139,6,32774,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7019,58,0.000
10.198.0.166,111.183.8.139,6,7019,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49167,58,0.000
10.198.0.166,111.183.8.139,6,49167,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,55555,58,0.000
10.198.0.166,111.183.8.139,6,55555,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,15660,58,0.000
10.198.0.166,111.183.8.139,6,15660,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1700,58,0.000
10.198.0.166,111.183.8.139,6,1700,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32772,58,0.000
10.198.0.166,111.183.8.139,6,32772,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1151,58,0.000
10.198.0.166,111.183.8.139,6,1151,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,32775,58,0.000
10.198.0.166,111.183.8.139,6,32775,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1271,58,0.000
10.198.0.166,111.183.8.139,6,1271,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1092,58,0.000
10.198.0.166,111.183.8.139,6,1092,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,20,58,0.000
10.198.0.166,111.183.8.139,6,20,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2710,58,0.000
10.198.0.166,111.183.8.139,6,2710,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9502,58,0.000
10.198.0.166,111.183.8.139,6,9502,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,777,58,0.000
10.198.0.166,111.183.8.139,6,777,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,31337,58,0.000
10.198.0.166,111.183.8.139,6,31337,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4125,58,0.000
10.198.0.166,111.183.8.139,6,4125,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3404,58,0.000
10.198.0.166,111.183.8.139,6,3404,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1236,58,0.000
10.198.0.166,111.183.8.139,6,1236,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,7937,58,0.000
10.198.0.166,111.183.8.139,6,7937,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,2492,58,0.000
10.198.0.166,111.183.8.139,6,2492,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,49152,58,0.000
10.198.0.166,111.183.8.139,6,49152,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1417,58,0.000
10.198.0.166,111.183.8.139,6,1417,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,3268,58,0.000
10.198.0.166,111.183.8.139,6,3268,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1863,58,0.000
10.198.0.166,111.183.8.139,6,1863,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6580,58,0.000
10.198.0.166,111.183.8.139,6,6580,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,6567,58,0.000
10.198.0.166,111.183.8.139,6,6567,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1186,58,0.000
10.198.0.166,111.183.8.139,6,1186,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9877,58,0.000
10.198.0.166,111.183.8.139,6,9877,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,9100,58,0.000
10.198.0.166,111.183.8.139,6,9100,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1310,58,0.000
10.198.0.166,111.183.8.139,6,1310,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,20222,58,0.000
10.198.0.166,111.183.8.139,6,20222,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,5298,58,0.000
10.198.0.166,111.183.8.139,6,5298,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,4129,58,0.000
10.198.0.166,111.183.8.139,6,4129,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1078,58,0.000
10.198.0.166,111.183.8.139,6,1078,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,70,58,0.000
10.198.0.166,111.183.8.139,6,70,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,163,58,0.000
10.198.0.166,111.183.8.139,6,163,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,52822,58,0.000
10.198.0.166,111.183.8.139,6,52822,22153,54,0.000
111.183.8.139,10.198.0.166,6,22153,1028,58,0.000
111.183.8.139,10.198.0.166,6,22153,7512,58,0.000
