Source,Destination,Protocol,SrcPort,DstPort,DataSize,Duration
111.183.8.139,10.198.0.166,6,22100,7625,58,0.000
10.198.0.166,111.183.8.139,6,7625,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6779,58,0.000
10.198.0.166,111.183.8.139,6,6779,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3013,58,0.000
10.198.0.166,111.183.8.139,6,3013,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2191,58,0.000
10.198.0.166,111.183.8.139,6,2191,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,63331,58,0.000
10.198.0.166,111.183.8.139,6,63331,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8600,58,0.000
10.198.0.166,111.183.8.139,6,8600,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,12265,58,0.000
10.198.0.166,111.183.8.139,6,12265,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,50300,58,0.000
10.198.0.166,111.183.8.139,6,50300,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1840,58,0.000
10.198.0.166,111.183.8.139,6,1840,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1864,58,0.000
10.198.0.166,111.183.8.139,6,1864,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,19,58,0.000
10.198.0.166,111.183.8.139,6,19,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5988,58,0.000
10.198.0.166,111.183.8.139,6,5988,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5810,58,0.000
10.198.0.166,111.183.8.139,6,5810,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,222,58,0.000
10.198.0.166,111.183.8.139,6,222,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1999,58,0.000
10.198.0.166,111.183.8.139,6,1999,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2020,58,0.000
10.198.0.166,111.183.8.139,6,2020,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8081,58,0.000
10.198.0.166,111.183.8.139,6,8081,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1092,58,0.000
10.198.0.166,111.183.8.139,6,1092,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32,58,0.000
10.198.0.166,111.183.8.139,6,32,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,49153,58,0.000
10.198.0.166,111.183.8.139,6,49153,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,42510,58,0.000
10.198.0.166,111.183.8.139,6,42510,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,51103,58,0.000
10.198.0.166,111.183.8.139,6,51103,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1521,58,0.000
10.198.0.166,111.183.8.139,6,1521,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6129,58,0.000
10.198.0.166,111.183.8.139,6,6129,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1046,58,0.000
10.198.0.166,111.183.8.139,6,1046,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5963,58,0.000
10.198.0.166,111.183.8.139,6,5963,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1099,58,0.000
10.198.0.166,111.183.8.139,6,1099,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,16113,58,0.000
111.183.8.139,10.198.0.166,6,22100,11967,58,0.000
10.198.0.166,111.183.8.139,6,16113,22100,54,0.000
10.198.0.166,111.183.8.139,6,11967,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9593,58,0.000
111.183.8.139,10.198.0.166,6,22100,625,58,0.000
10.198.0.166,111.183.8.139,6,9593,22100,54,0.000
10.198.0.166,111.183.8.139,6,625,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8021,58,0.000
10.198.0.166,111.183.8.139,6,8021,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5280,58,0.000
10.198.0.166,111.183.8.139,6,5280,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2869,58,0.000
10.198.0.166,111.183.8.139,6,2869,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,4550,58,0.000
10.198.0.166,111.183.8.139,6,4550,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,4004,58,0.000
10.198.0.166,111.183.8.139,6,4004,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1,58,0.000
10.198.0.166,111.183.8.139,6,1,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,7937,58,0.000
10.198.0.166,111.183.8.139,6,7937,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,11110,58,0.000
10.198.0.166,111.183.8.139,6,11110,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5009,58,0.000
10.198.0.166,111.183.8.139,6,5009,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6901,58,0.000
10.198.0.166,111.183.8.139,6,6901,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3800,58,0.000
10.198.0.166,111.183.8.139,6,3800,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6106,58,0.000
10.198.0.166,111.183.8.139,6,6106,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6792,58,0.000
10.198.0.166,111.183.8.139,6,6792,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1100,58,0.000
10.198.0.166,111.183.8.139,6,1100,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32776,58,0.000
10.198.0.166,111.183.8.139,6,32776,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,50636,58,0.000
10.198.0.166,111.183.8.139,6,50636,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8088,58,0.000
10.198.0.166,111.183.8.139,6,8088,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,19283,58,0.000
10.198.0.166,111.183.8.139,6,19283,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,280,58,0.000
10.198.0.166,111.183.8.139,6,280,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,20000,58,0.000
10.198.0.166,111.183.8.139,6,20000,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1021,58,0.000
10.198.0.166,111.183.8.139,6,1021,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1074,58,0.000
10.198.0.166,111.183.8.139,6,1074,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3390,58,0.000
10.198.0.166,111.183.8.139,6,3390,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,99,58,0.000
10.198.0.166,111.183.8.139,6,99,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,65389,58,0.000
10.198.0.166,111.183.8.139,6,65389,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5200,58,0.000
10.198.0.166,111.183.8.139,6,5200,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9595,58,0.000
10.198.0.166,111.183.8.139,6,9595,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5033,58,0.000
10.198.0.166,111.183.8.139,6,5033,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2006,58,0.000
10.198.0.166,111.183.8.139,6,2006,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32770,58,0.000
10.198.0.166,111.183.8.139,6,32770,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,65000,58,0.000
10.198.0.166,111.183.8.139,6,65000,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3814,58,0.000
10.198.0.166,111.183.8.139,6,3814,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,19780,58,0.000
111.183.8.139,10.198.0.166,6,22100,544,58,0.000
10.198.0.166,111.183.8.139,6,19780,22100,54,0.000
10.198.0.166,111.183.8.139,6,544,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2190,58,0.000
10.198.0.166,111.183.8.139,6,2190,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,749,58,0.000
10.198.0.166,111.183.8.139,6,749,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5102,58,0.000
10.198.0.166,111.183.8.139,6,5102,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1594,58,0.000
111.183.8.139,10.198.0.166,6,22100,9944,58,0.000
10.198.0.166,111.183.8.139,6,1594,22100,54,0.000
10.198.0.166,111.183.8.139,6,9944,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,82,58,0.000
10.198.0.166,111.183.8.139,6,82,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2013,58,0.000
10.198.0.166,111.183.8.139,6,2013,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2009,58,0.000
10.198.0.166,111.183.8.139,6,2009,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3005,58,0.000
10.198.0.166,111.183.8.139,6,3005,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6668,58,0.000
10.198.0.166,111.183.8.139,6,6668,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,10778,58,0.000
10.198.0.166,111.183.8.139,6,10778,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1039,58,0.000
10.198.0.166,111.183.8.139,6,1039,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3071,58,0.000
10.198.0.166,111.183.8.139,6,3071,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1105,58,0.000
10.198.0.166,111.183.8.139,6,1105,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,19842,58,0.000
10.198.0.166,111.183.8.139,6,19842,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5544,58,0.000
10.198.0.166,111.183.8.139,6,5544,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,49165,58,0.000
10.198.0.166,111.183.8.139,6,49165,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1900,58,0.000
10.198.0.166,111.183.8.139,6,1900,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,311,58,0.000
10.198.0.166,111.183.8.139,6,311,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2065,58,0.000
10.198.0.166,111.183.8.139,6,2065,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,901,58,0.000
10.198.0.166,111.183.8.139,6,901,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,765,58,0.000
10.198.0.166,111.183.8.139,6,765,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1641,58,0.000
10.198.0.166,111.183.8.139,6,1641,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1700,58,0.000
10.198.0.166,111.183.8.139,6,1700,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6025,58,0.000
10.198.0.166,111.183.8.139,6,6025,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,83,58,0.000
10.198.0.166,111.183.8.139,6,83,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1050,58,0.000
10.198.0.166,111.183.8.139,6,1050,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32780,58,0.000
10.198.0.166,111.183.8.139,6,32780,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5959,58,0.000
10.198.0.166,111.183.8.139,6,5959,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2323,58,0.000
10.198.0.166,111.183.8.139,6,2323,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2800,58,0.000
10.198.0.166,111.183.8.139,6,2800,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5414,58,0.000
10.198.0.166,111.183.8.139,6,5414,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2601,58,0.000
10.198.0.166,111.183.8.139,6,2601,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5911,58,0.000
10.198.0.166,111.183.8.139,6,5911,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8292,58,0.000
10.198.0.166,111.183.8.139,6,8292,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1287,58,0.000
10.198.0.166,111.183.8.139,6,1287,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6502,58,0.000
10.198.0.166,111.183.8.139,6,6502,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2500,58,0.000
10.198.0.166,111.183.8.139,6,2500,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3527,58,0.000
10.198.0.166,111.183.8.139,6,3527,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,444,58,0.000
10.198.0.166,111.183.8.139,6,444,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8007,58,0.000
10.198.0.166,111.183.8.139,6,8007,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,7402,58,0.000
10.198.0.166,111.183.8.139,6,7402,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5226,58,0.000
10.198.0.166,111.183.8.139,6,5226,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6123,58,0.000
10.198.0.166,111.183.8.139,6,6123,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2106,58,0.000
111.183.8.139,10.198.0.166,6,22100,9091,58,0.000
111.183.8.139,10.198.0.166,6,22100,1583,58,0.000
10.198.0.166,111.183.8.139,6,2106,22100,54,0.000
10.198.0.166,111.183.8.139,6,9091,22100,54,0.000
10.198.0.166,111.183.8.139,6,1583,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,17,58,0.000
10.198.0.166,111.183.8.139,6,17,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,4444,58,0.000
10.198.0.166,111.183.8.139,6,4444,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,683,58,0.000
10.198.0.166,111.183.8.139,6,683,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3370,58,0.000
10.198.0.166,111.183.8.139,6,3370,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,31337,58,0.000
10.198.0.166,111.183.8.139,6,31337,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,49175,58,0.000
10.198.0.166,111.183.8.139,6,49175,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,465,58,0.000
10.198.0.166,111.183.8.139,6,465,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1277,58,0.000
10.198.0.166,111.183.8.139,6,1277,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,49,58,0.000
10.198.0.166,111.183.8.139,6,49,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9050,58,0.000
10.198.0.166,111.183.8.139,6,9050,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8002,58,0.000
10.198.0.166,111.183.8.139,6,8002,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1443,58,0.000
10.198.0.166,111.183.8.139,6,1443,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3268,58,0.000
10.198.0.166,111.183.8.139,6,3268,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3031,58,0.000
10.198.0.166,111.183.8.139,6,3031,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3003,58,0.000
10.198.0.166,111.183.8.139,6,3003,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3077,58,0.000
10.198.0.166,111.183.8.139,6,3077,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1047,58,0.000
10.198.0.166,111.183.8.139,6,1047,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1198,58,0.000
10.198.0.166,111.183.8.139,6,1198,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3261,58,0.000
10.198.0.166,111.183.8.139,6,3261,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,4279,58,0.000
111.183.8.139,10.198.0.166,6,22100,1110,58,0.000
10.198.0.166,111.183.8.139,6,4279,22100,54,0.000
10.198.0.166,111.183.8.139,6,1110,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1061,58,0.000
10.198.0.166,111.183.8.139,6,1061,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2394,58,0.000
10.198.0.166,111.183.8.139,6,2394,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1248,58,0.000
10.198.0.166,111.183.8.139,6,1248,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6101,58,0.000
10.198.0.166,111.183.8.139,6,6101,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1087,58,0.000
10.198.0.166,111.183.8.139,6,1087,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,668,58,0.000
10.198.0.166,111.183.8.139,6,668,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5120,58,0.000
10.198.0.166,111.183.8.139,6,5120,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,43,58,0.000
10.198.0.166,111.183.8.139,6,43,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1875,58,0.000
10.198.0.166,111.183.8.139,6,1875,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5080,58,0.000
10.198.0.166,111.183.8.139,6,5080,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2126,58,0.000
10.198.0.166,111.183.8.139,6,2126,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3333,58,0.000
10.198.0.166,111.183.8.139,6,3333,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1666,58,0.000
10.198.0.166,111.183.8.139,6,1666,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,687,58,0.000
10.198.0.166,111.183.8.139,6,687,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1123,58,0.000
10.198.0.166,111.183.8.139,6,1123,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,34573,58,0.000
10.198.0.166,111.183.8.139,6,34573,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,10243,58,0.000
10.198.0.166,111.183.8.139,6,10243,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6002,58,0.000
10.198.0.166,111.183.8.139,6,6002,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,16018,58,0.000
10.198.0.166,111.183.8.139,6,16018,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,800,58,0.000
10.198.0.166,111.183.8.139,6,800,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,60443,58,0.000
10.198.0.166,111.183.8.139,6,60443,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,26,58,0.000
10.198.0.166,111.183.8.139,6,26,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2161,58,0.000
10.198.0.166,111.183.8.139,6,2161,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1091,58,0.000
10.198.0.166,111.183.8.139,6,1091,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3517,58,0.000
10.198.0.166,111.183.8.139,6,3517,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2022,58,0.000
10.198.0.166,111.183.8.139,6,2022,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2030,58,0.000
10.198.0.166,111.183.8.139,6,2030,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,7106,58,0.000
10.198.0.166,111.183.8.139,6,7106,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8300,58,0.000
10.198.0.166,111.183.8.139,6,8300,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2968,58,0.000
10.198.0.166,111.183.8.139,6,2968,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,81,58,0.000
10.198.0.166,111.183.8.139,6,81,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1500,58,0.000
10.198.0.166,111.183.8.139,6,1500,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1068,58,0.000
10.198.0.166,111.183.8.139,6,1068,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1782,58,0.000
10.198.0.166,111.183.8.139,6,1782,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3920,58,0.000
10.198.0.166,111.183.8.139,6,3920,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,711,58,0.000
10.198.0.166,111.183.8.139,6,711,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,19801,58,0.000
10.198.0.166,111.183.8.139,6,19801,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2001,58,0.000
10.198.0.166,111.183.8.139,6,2001,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3221,58,0.000
10.198.0.166,111.183.8.139,6,3221,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1216,58,0.000
10.198.0.166,111.183.8.139,6,1216,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2040,58,0.000
10.198.0.166,111.183.8.139,6,2040,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,16016,58,0.000
10.198.0.166,111.183.8.139,6,16016,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1131,58,0.000
10.198.0.166,111.183.8.139,6,1131,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9101,58,0.000
10.198.0.166,111.183.8.139,6,9101,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,14442,58,0.000
10.198.0.166,111.183.8.139,6,14442,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2004,58,0.000
10.198.0.166,111.183.8.139,6,2004,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9877,58,0.000
10.198.0.166,111.183.8.139,6,9877,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1236,58,0.000
10.198.0.166,111.183.8.139,6,1236,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1094,58,0.000
10.198.0.166,111.183.8.139,6,1094,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1059,58,0.000
10.198.0.166,111.183.8.139,6,1059,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1084,58,0.000
10.198.0.166,111.183.8.139,6,1084,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,15000,58,0.000
10.198.0.166,111.183.8.139,6,15000,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,10626,58,0.000
10.198.0.166,111.183.8.139,6,10626,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,7911,58,0.000
10.198.0.166,111.183.8.139,6,7911,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5555,58,0.000
10.198.0.166,111.183.8.139,6,5555,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1154,58,0.000
10.198.0.166,111.183.8.139,6,1154,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1026,58,0.000
10.198.0.166,111.183.8.139,6,1026,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,902,58,0.000
10.198.0.166,111.183.8.139,6,902,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,42,58,0.000
10.198.0.166,111.183.8.139,6,42,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1218,58,0.000
10.198.0.166,111.183.8.139,6,1218,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32768,58,0.000
111.183.8.139,10.198.0.166,6,22100,6580,58,0.000
10.198.0.166,111.183.8.139,6,32768,22100,54,0.000
10.198.0.166,111.183.8.139,6,6580,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,10012,58,0.000
10.198.0.166,111.183.8.139,6,10012,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,700,58,0.000
10.198.0.166,111.183.8.139,6,700,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9594,58,0.000
10.198.0.166,111.183.8.139,6,9594,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1042,58,0.000
10.198.0.166,111.183.8.139,6,1042,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2967,58,0.000
10.198.0.166,111.183.8.139,6,2967,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8290,58,0.000
10.198.0.166,111.183.8.139,6,8290,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,24800,58,0.000
10.198.0.166,111.183.8.139,6,24800,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,15004,58,0.000
10.198.0.166,111.183.8.139,6,15004,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,32771,58,0.000
10.198.0.166,111.183.8.139,6,32771,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8994,58,0.000
10.198.0.166,111.183.8.139,6,8994,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1114,58,0.000
10.198.0.166,111.183.8.139,6,1114,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,50800,58,0.000
10.198.0.166,111.183.8.139,6,50800,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,7443,58,0.000
10.198.0.166,111.183.8.139,6,7443,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1755,58,0.000
10.198.0.166,111.183.8.139,6,1755,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9102,58,0.000
10.198.0.166,111.183.8.139,6,9102,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2366,58,0.000
10.198.0.166,111.183.8.139,6,2366,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1259,58,0.000
10.198.0.166,111.183.8.139,6,1259,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,9290,58,0.000
10.198.0.166,111.183.8.139,6,9290,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,16993,58,0.000
10.198.0.166,111.183.8.139,6,16993,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8193,58,0.000
10.198.0.166,111.183.8.139,6,8193,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8333,58,0.000
10.198.0.166,111.183.8.139,6,8333,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,6881,58,0.000
10.198.0.166,111.183.8.139,6,6881,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,49160,58,0.000
10.198.0.166,111.183.8.139,6,49160,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,691,58,0.000
10.198.0.166,111.183.8.139,6,691,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1192,58,0.000
10.198.0.166,111.183.8.139,6,1192,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,900,58,0.000
10.198.0.166,111.183.8.139,6,900,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,3211,58,0.000
10.198.0.166,111.183.8.139,6,3211,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1947,58,0.000
10.198.0.166,111.183.8.139,6,1947,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5902,58,0.000
10.198.0.166,111.183.8.139,6,5902,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2010,58,0.000
10.198.0.166,111.183.8.139,6,2010,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,555,58,0.000
10.198.0.166,111.183.8.139,6,555,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5190,58,0.000
10.198.0.166,111.183.8.139,6,5190,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,888,58,0.000
10.198.0.166,111.183.8.139,6,888,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1064,58,0.000
10.198.0.166,111.183.8.139,6,1064,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8022,58,0.000
10.198.0.166,111.183.8.139,6,8022,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,2557,58,0.000
10.198.0.166,111.183.8.139,6,2557,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,1984,58,0.000
10.198.0.166,111.183.8.139,6,1984,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,5950,58,0.000
10.198.0.166,111.183.8.139,6,5950,22100,54,0.000
111.183.8.139,10.198.0.166,6,22100,8192,58,0.000
